Customer ID,Customer Name,Country/Region,City,State,Postal Code,Region,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Transaction_Count_TY,Transaction_Count_LY,Transaction_Count_Change,Transaction_Count_Change_Type,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
NM-18520,Neoma Murray,United States,Riverside,California,92503,West,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,1,3,9226,1233,7993,1.521,29,21,8,Increase,1.636,0.134
DL-13495,Dionis Lloyd,United States,San Francisco,California,94110,West,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,1,9376,1288,8088,0.597,33,42,-9,Decrease,0.5,0.137
CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076,South,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944,1346,598,1.052,57,29,28,Increase,0.727,0.692
FH-14275,Frank Hawley,United States,La Porte,Indiana,46350,Central,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599,1554,8045,1.087,38,30,8,Increase,1.235,0.162
NC-18340,Nat Carroll,United States,Lansing,Michigan,48911,Central,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202,843,27359,0.637,38,17,21,Increase,0.727,0.03
AA-10315,Alex Avila,United States,Minneapolis,Minnesota,55407,Central,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,3,1,24850,1662,23188,0.693,25,29,-4,Decrease,0.923,0.067
LT-16765,Larry Tron,United States,Escondido,California,92025,West,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3,3,3805,2233,1572,1.095,27,12,15,Increase,0.929,0.587
AP-10720,Anne Pryor,United States,New York City,New York,10035,East,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733,1306,1427,0.791,39,27,12,Increase,0.444,0.478
PM-18940,Paul MacIntyre,United States,Jackson,Michigan,49201,Central,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12781,1253,11528,0.638,21,19,2,Increase,0.4,0.098
AT-10435,Alyssa Tate,United States,Los Angeles,California,90004,West,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106,1120,1986,1.045,17,30,-13,Decrease,0.7,0.361
CA-12055,Cathy Armstrong,United States,Houston,Texas,77070,Central,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,3,3,0,7477,0,7477,0.511,32,21,11,Increase,0.684,0
HR-14830,Harold Ryan,United States,Seattle,Washington,98103,West,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,6,1,3,34516,2086,32430,0.986,47,22,25,Increase,0.958,0.06
BT-11530,Bradley Talbott,United States,Los Angeles,California,90036,West,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963,2094,27869,0.648,28,28,0,Decrease,0.867,0.07
LH-16750,Larry Hughes,United States,Charlotte,North Carolina,28205,South,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509,2033,4476,0.83,37,11,26,Increase,0.37,0.312
SW-20755,Steven Ward,United States,New York City,New York,10009,East,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,3,3,3,13450,0,13450,0.742,18,20,-2,Decrease,0.059,0
SP-20620,Stefania Perrino,United States,Philadelphia,Pennsylvania,19134,East,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,6,2,0,27000,0,27000,0.61,39,31,8,Increase,0.3,0
BF-11170,Ben Ferrer,United States,Los Angeles,California,90036,West,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,2,1,34516,1254,33262,0.869,25,40,-15,Decrease,0.786,0.036
KT-16480,Kean Thornton,United States,Buffalo,New York,14215,East,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,5,3,2,6347,0,6347,0.466,44,24,20,Increase,0.375,0
BG-11695,Brooke Gillingham,United States,Cincinnati,Ohio,45231,East,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3,2,3106,1675,1431,0.781,38,25,13,Increase,0.407,0.539
GM-14680,Greg Matthias,United States,Seattle,Washington,98105,West,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1,1,2536,913,1623,1.059,35,16,19,Increase,1.333,0.36
EJ-14155,Eva Jacobs,United States,Gulfport,Mississippi,39503,South,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3,0,13048,1954,11094,1.139,24,8,16,Increase,0.846,0.15
NP-18700,Nora Preis,United States,Fresno,California,93727,West,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,3,3,1,2453,968,1485,1.081,50,18,32,Increase,0.613,0.395
MH-18115,Mick Hernandez,United States,Chester,Pennsylvania,19013,East,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,3,2,2,16138,1249,14889,1.01,33,44,-11,Decrease,0.833,0.077
JR-15700,Jocasta Rupert,United States,Jacksonville,Florida,32216,South,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2,0,8077,1965,6112,0.637,26,15,11,Increase,0.444,0.243
SM-20950,Suzanne McNair,United States,Greenville,North Carolina,27834,South,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3,3,1929,1673,256,0.835,36,51,-15,Decrease,1.118,0.867
CC-12220,Chris Cortes,United States,La Porte,Indiana,46350,Central,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3,3,2,3127,2517,610,0.589,30,36,-6,Decrease,1.143,0.805
PF-19225,Phillip Flathmann,United States,San Francisco,California,94122,West,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,8645,1454,7191,0.708,25,40,-15,Decrease,1.778,0.168
DC-12850,Dan Campbell,United States,Florence,Alabama,35630,South,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,49,3,1,3,1438.3,0,1438.3,0.503,22,31,-9,Decrease,0.833,0
BD-11770,Bryan Davis,United States,Houston,Texas,77070,Central,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,2185,0,2185,0.727,20,26,-6,Decrease,0.818,0
GM-14500,Gene McClure,United States,Providence,Rhode Island,2908,East,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2,2,24487,2517,21970,0.912,42,19,23,Increase,0.909,0.103
TB-21355,Todd Boyes,United States,New York City,New York,10009,East,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,6,2,3,2567,0,2567,1.636,43,43,0,Decrease,0.955,0
JH-16180,Justin Hirsh,United States,Pueblo,Colorado,81001,West,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,6,3,3,4131,785,3346,0.543,22,26,-4,Decrease,1.2,0.19
EB-13975,Erica Bern,United States,Fairfield,California,94533,West,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,2,2,10790,1930,8860,0.75,16,24,-8,Decrease,1.286,0.179
QJ-19255,Quincy Jones,United States,Saint Paul,Minnesota,55106,Central,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,4,3,3,6884,1001,5883,0.786,11,18,-7,Decrease,0.833,0.145
TC-21535,Tracy Collins,United States,Arlington,Virginia,22204,South,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3,3,13961,1299,12662,0.842,20,21,-1,Decrease,0.667,0.093
CS-12460,Chuck Sachs,United States,Columbus,Georgia,31907,South,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,6,1,0,29801,1916,27885,0.781,21,12,9,Increase,0.909,0.064
HG-14965,Henry Goldwyn,United States,Los Angeles,California,90032,West,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,4,1,1,13219,0,13219,0.576,24,15,9,Increase,0.5,0
LW-16825,Laurel Workman,United States,Deltona,Florida,32725,South,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,2,3,3,2536,0,2536,0.917,35,13,22,Increase,0.522,0
MC-17575,Matt Collins,United States,Cincinnati,Ohio,45231,East,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3,1,9478,820,8658,0.64,41,55,-14,Decrease,0.864,0.087
LP-17095,Liz Preis,United States,Murray,Kentucky,42071,South,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,6,1,2,3502,1851,1651,2.023,31,32,-1,Decrease,0.722,0.529
EB-14170,Evan Bailliet,United States,Wilmington,North Carolina,28403,South,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,4,3,3,10509,2388,8121,0.777,34,24,10,Increase,1.429,0.227
GZ-14545,George Zrebassa,United States,Lawrence,Massachusetts,1841,East,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,3,3,0,1491,0,1491,0.876,34,7,27,Increase,0.889,0
CP-12085,Cathy Prescott,United States,Norwich,Connecticut,6360,East,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,6,1,2,9734,0,9734,0.785,38,22,16,Increase,0.9,0
FG-14260,Frank Gastineau,United States,San Francisco,California,94110,West,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1,3,2305,1627,678,0.747,36,9,27,Increase,0.565,0.706
LD-17005,Lisa DeCherney,United States,San Francisco,California,94109,West,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1,3,14241,2081,12160,0.909,44,52,-8,Decrease,0.833,0.146
AB-10255,Alejandro Ballentine,United States,Lorain,Ohio,44052,East,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,3,1,2,4789,1257,3532,1.134,29,11,18,Increase,0.933,0.262
MN-17935,Michael Nguyen,United States,Dallas,Texas,75220,Central,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,2,3,23138,1727,21411,0.693,39,7,32,Increase,1.438,0.075
JR-15670,Jim Radford,United States,Middletown,Connecticut,6457,East,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,6,1,3,23008,2280,20728,0.674,36,22,14,Increase,0.636,0.099
JF-15190,Jamie Frazer,United States,Los Angeles,California,90008,West,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3,1,0,3131,2517,614,0.602,40,37,3,Increase,0.481,0.804
CM-12115,Chad McGuire,United States,New York City,New York,10011,East,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798,1794,4004,0.564,45,49,-4,Decrease,0.452,0.309
AS-10045,Aaron Smayling,United States,Jacksonville,North Carolina,28540,South,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,5,2,3,6880,1390,5490,1.205,35,23,12,Increase,0.944,0.202
BP-11290,Beth Paige,United States,Evanston,Illinois,60201,Central,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,3,2,2,34516,1531,32985,0.862,29,21,8,Increase,1.071,0.044
ND-18370,Natalie DeCherney,United States,Louisville,Kentucky,40214,South,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,6,2,1,2075,1469,606,1.322,49,37,12,Increase,1.13,0.708
LB-16735,Larry Blacks,United States,Fort Worth,Texas,76106,Central,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,3,3,0,4589,0,4589,0.845,37,51,-14,Decrease,0.37,0
KT-16465,Kean Takahito,United States,Los Angeles,California,90049,West,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,1,2,2,2317,0,2317,1.005,19,26,-7,Decrease,0.727,0
HM-14860,Harry Marie,United States,Philadelphia,Pennsylvania,19120,East,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1,1,1981,1518,463,1.019,25,37,-12,Decrease,0.923,0.766
AB-10600,Ann Blume,United States,Tucson,Arizona,85705,West,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,3,2,1,6038,0,6038,0.741,30,42,-12,Decrease,0.875,0
SZ-20035,Sam Zeldin,United States,Pico Rivera,California,90660,West,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910,877,14033,0.772,26,39,-13,Decrease,0.625,0.059
MG-17890,Michael Granlund,United States,Clinton,Maryland,20735,East,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,3,2,29659,1143,28516,0.512,21,11,10,Increase,0.615,0.039
JK-16120,Julie Kriz,United States,Aurora,Illinois,60505,Central,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,3,3,2,4320,0,4320,0.967,21,26,-5,Decrease,0.5,0
PP-18955,Paul Prost,United States,Smyrna,Georgia,30080,South,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,6,1,3,11213,0,11213,0.563,23,24,-1,Decrease,0.643,0
YS-21880,Yana Sorensen,United States,Burlington,North Carolina,27217,South,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,29,5,1,2,26181,0,26181,0.913,35,19,16,Increase,0.75,0
KM-16375,Katherine Murray,United States,Salem,Virginia,24153,South,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,3,1,0,5773,0,5773,0.67,39,43,-4,Decrease,0.5,0
AB-10105,Adrian Barton,United States,Phoenix,Arizona,85023,West,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,3,3,4503,0,4503,0.659,20,23,-3,Decrease,0.429,0
HA-14905,Helen Abelman,United States,New York City,New York,10024,East,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,2,2,29770,1565,28205,0.674,42,21,21,Increase,2,0.053
BT-11305,Beth Thompson,United States,Costa Mesa,California,92627,West,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1,1,5014,1910,3104,0.863,25,14,11,Increase,1.5,0.381
SV-20815,Stuart Van,United States,Houston,Texas,77041,Central,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,1,2,3445,1074,2371,0.67,31,13,18,Increase,0.632,0.312
RW-19540,Rick Wilson,United States,Mesa,Arizona,85204,West,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2,2,23412,1078,22334,0.79,50,43,7,Increase,0.786,0.046
DK-12835,Damala Kotsonis,United States,Salinas,California,93905,West,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,1,2,3044,1611,1433,0.74,36,50,-14,Decrease,0.714,0.529
ST-20530,Shui Tom,United States,Parma,Ohio,44134,East,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,5,2,1,14596,2192,12404,0.898,25,25,0,Decrease,1.083,0.15
MM-17920,Michael Moore,United States,San Francisco,California,94110,West,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3864,1654,2210,0.491,42,56,-14,Decrease,0.235,0.428
PW-19030,Pauline Webber,United States,Richmond,Kentucky,40475,South,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,2,1,3,17030,1911,15119,0.528,25,34,-9,Decrease,0.562,0.112
SC-20440,Shaun Chance,United States,Aurora,Colorado,80013,West,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2,3,23090,839,22251,1.326,24,35,-11,Decrease,1,0.036
TS-21085,Thais Sissman,United States,Phoenix,Arizona,85023,West,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,4,2,0,29205,1208,27997,0.957,43,32,11,Increase,1.048,0.041
MC-17425,Mark Cousins,United States,Mobile,Alabama,36608,South,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,2,3,14035,2061,11974,2.271,30,23,7,Increase,1.5,0.147
ME-17320,Maria Etezadi,United States,Columbus,Georgia,31907,South,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3,2,2962,2517,445,1.046,31,30,1,Increase,0.409,0.85
NH-18610,Nicole Hansen,United States,Irving,Texas,75061,Central,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,6,3,0,18578,1385,17193,0.565,54,40,14,Increase,0.421,0.075
MB-18085,Mick Brown,United States,Vineland,New Jersey,8360,East,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3,2,2201,1138,1063,0.675,32,40,-8,Decrease,0.6,0.517
KD-16495,Keith Dawkins,United States,New York City,New York,10009,East,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3,2,2061,1483,578,1.362,60,21,39,Increase,0.622,0.72
KN-16390,Katherine Nockton,United States,Los Angeles,California,90004,West,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,4,2,2,24602,1660,22942,0.588,44,18,26,Increase,0.76,0.067
NP-18685,Nora Pelletier,United States,Niagara Falls,New York,14304,East,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2,2,15911,896,15015,0.954,33,12,21,Increase,0.833,0.056
CS-12505,Cindy Stewart,United States,Thomasville,North Carolina,27360,South,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,2,2,3,16867,0,16867,0.885,14,27,-13,Decrease,0.4,0
MS-17770,Maxwell Schwartz,United States,New York City,New York,10035,East,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,3,3,0,2783,1526,1257,0.942,54,23,31,Increase,0.688,0.548
CM-12655,Corinna Mitchell,United States,Los Angeles,California,90008,West,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972,0,2972,1.035,25,28,-3,Decrease,0.562,0
Co-12640,Corey-Lock,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5,3,2,5124,2235,2889,0.542,42,54,-12,Decrease,0.355,0.436
TS-21370,Todd Sumrall,United States,New York City,New York,10035,East,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,6,2,2880,2362,518,0.89,26,12,14,Increase,0.444,0.82
JW-15220,Jane Waco,United States,Vancouver,Washington,98661,West,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,4,1,0,5579,0,5579,0.481,35,14,21,Increase,0.667,0
JD-15790,John Dryer,United States,Coppell,Texas,75019,Central,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,44,5,1,3,12010,2149,9861,0.801,35,26,9,Increase,1.5,0.179
PC-19000,Pauline Chand,United States,Los Angeles,California,90004,West,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3,3,34516,1597,32919,0.858,51,12,39,Increase,1.217,0.046
AR-10540,Andy Reiter,United States,New York City,New York,10024,East,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2,2,4394,885,3509,1.04,32,43,-11,Decrease,0.684,0.201
AI-10855,Arianne Irving,United States,Philadelphia,Pennsylvania,19120,East,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325,723,17602,0.815,33,8,25,Increase,0.65,0.039
TB-21400,Tom Boeckenhauer,United States,Seattle,Washington,98105,West,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,3,2,3773,1972,1801,0.783,25,22,3,Increase,1.083,0.523
PL-18925,Paul Lucas,United States,Chicago,Illinois,60610,Central,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1,3,21684,1748,19936,0.715,24,25,-1,Decrease,0.6,0.081
GH-14425,Gary Hwang,United States,Tucson,Arizona,85705,West,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1,2,1919,774,1145,0.965,33,11,22,Increase,0.737,0.403
MP-18175,Mike Pelletier,United States,Laguna Niguel,California,92677,West,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3,2,9995,1713,8282,0.96,38,38,0,Decrease,0.462,0.171
JM-15655,Jim Mitchum,United States,Bridgeton,New Jersey,8302,East,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2,2,11910,2098,9812,1.16,39,15,24,Increase,1.294,0.176
CL-11890,Carl Ludwig,United States,Everett,Massachusetts,2149,East,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,4,2,0,2279,1529,750,1.26,32,23,9,Increase,1.286,0.671
DB-13270,Deborah Brumfield,United States,San Diego,California,92024,West,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3,1,2,3539,0,3539,0.781,23,7,16,Increase,0.211,0
IG-15085,Ivan Gibson,United States,San Diego,California,92024,West,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,5,1,3,30579,1351,29228,0.759,19,14,5,Increase,0.727,0.044
BO-11425,Bobby Odegard,United States,Richmond,Kentucky,40475,South,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,4,1,0,24480,1923,22557,0.505,32,32,0,Decrease,0.778,0.079
AB-10150,Aimee Bixby,United States,Long Beach,New York,11561,East,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561,0,17561,0.94,33,21,12,Increase,1.2,0
JW-16075,Julia West,United States,Philadelphia,Pennsylvania,19140,East,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,3,1,2,1638,0,1638,0.75,51,20,31,Increase,0.545,0
EB-13750,Edward Becker,United States,Seattle,Washington,98103,West,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,2947,2216,731,0.76,53,30,23,Increase,0.606,0.752
SG-20470,Sheri Gordon,United States,New York City,New York,10011,East,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,6,1,0,5738,1112,4626,1.519,48,49,-1,Decrease,0.655,0.194
CM-12190,Charlotte Melton,United States,Philadelphia,Pennsylvania,19134,East,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,34,5,2,2,33304,1833,31471,0.428,29,42,-13,Decrease,0.381,0.055
AW-10840,Anthony Witt,United States,Allen,Texas,75002,Central,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3,3,7251,1603,5648,0.591,36,25,11,Increase,0.8,0.221
MC-18100,Mick Crebagga,United States,El Paso,Texas,79907,Central,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,6,2,0,2885,1895,990,0.387,31,44,-13,Decrease,0.632,0.657
TT-21460,Tonja Turnell,United States,Aurora,Illinois,60505,Central,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,2,3,2641,1257,1384,0.891,39,38,1,Increase,1.053,0.476
VG-21805,Vivek Grady,United States,Virginia Beach,Virginia,23464,South,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,6,3,0,2801,2043,758,0.583,46,13,33,Increase,0.643,0.729
MY-18295,Muhammed Yedwab,United States,Grapevine,Texas,76051,Central,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3,3,16794,809,15985,1.566,33,21,12,Increase,0.941,0.048
RD-19480,Rick Duston,United States,Olympia,Washington,98502,West,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1,3,9336,1672,7664,0.696,39,29,10,Increase,0.625,0.179
DP-13390,Dennis Pardue,United States,Peoria,Illinois,61604,Central,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,1,0,2763,2517,246,0.938,31,41,-10,Decrease,0.824,0.911
ML-17395,Marina Lichtenstein,United States,Los Angeles,California,90008,West,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391,1044,16347,1.08,27,38,-11,Decrease,0.688,0.06
JC-15385,Jenna Caffey,United States,Kent,Washington,98031,West,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,2,0,3198,2493,705,0.665,44,31,13,Increase,1.316,0.78
JG-15160,James Galang,United States,Los Angeles,California,90049,West,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3,2,5100,1786,3314,1.06,63,76,-13,Decrease,0.575,0.35
MC-17275,Marc Crier,United States,Lafayette,Louisiana,70506,South,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1,2,3955,2517,1438,0.484,25,33,-8,Decrease,1.083,0.636
NW-18400,Natalie Webber,United States,Tigard,Oregon,97224,West,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3,1,3140,1985,1155,1.346,41,9,32,Increase,0.864,0.632
TB-21280,Toby Braunhardt,United States,Washington,District of Columbia,20016,East,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028,710,3318,0.731,22,22,0,Decrease,0.833,0.176
BS-11380,Bill Stewart,United States,Skokie,Illinois,60076,Central,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264,0,2264,0.479,28,39,-11,Decrease,0.333,0
HH-15010,Hilary Holden,United States,San Francisco,California,94110,West,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620,2008,19612,0.691,33,18,15,Increase,0.5,0.093
CD-12280,Christina DeMoss,United States,Seattle,Washington,98105,West,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,2,0,6385,1535,4850,1.138,47,26,21,Increase,0.88,0.24
TH-21100,Thea Hendricks,United States,Los Angeles,California,90045,West,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2,3,2375,1658,717,0.638,28,20,8,Increase,1,0.698
MM-18055,Michelle Moray,United States,Seattle,Washington,98115,West,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3,3,1963,1721,242,0.68,37,27,10,Increase,0.762,0.877
NS-18505,Neola Schneider,United States,Dallas,Texas,75217,Central,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2,2,4256,1084,3172,0.63,29,25,4,Increase,0.381,0.255
RB-19645,Robert Barroso,United States,North Las Vegas,Nevada,89031,West,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097,1152,3945,0.94,45,53,-8,Decrease,0.607,0.226
SW-20455,Shaun Weien,United States,Suffolk,Virginia,23434,South,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2,3,3228,2517,711,0.949,33,31,2,Increase,1.357,0.78
EB-13930,Eric Barreto,United States,San Francisco,California,94110,West,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,6,1,3,20231,977,19254,0.893,36,48,-12,Decrease,0.714,0.048
PS-18760,Pamela Stobb,United States,Los Angeles,California,90008,West,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,3,2,3,27512,2137,25375,1.048,25,15,10,Increase,0.562,0.078
HF-14995,Herbert Flentye,United States,Indianapolis,Indiana,46203,Central,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,5,2,0,1929,1540,389,1.142,50,50,0,Decrease,0.786,0.798
HZ-14950,Henia Zydlo,United States,Columbus,Ohio,43229,East,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,3,2,2585,2019,566,0.525,40,50,-10,Decrease,0.481,0.781
CD-12790,Cynthia Delaney,United States,San Diego,California,92037,West,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,3,3,3,12151,1799,10352,1.022,14,11,3,Increase,0.556,0.148
JK-15205,Jamie Kunitz,United States,San Francisco,California,94122,West,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,3,2,2,34516,2113,32403,0.618,31,12,19,Increase,1.214,0.061
